Date of Sale (dd/mm/yyyy),Sale Year,Sale Month,is_apartment,location,Description of Property,Not Full Market Price,Price_Adjusted_VAT_Clamped,vat_adjusted_flag
2021-02-24,2021,2,0,Meath,Second-Hand Dwelling house /Apartment,No,199085.0,0
2021-09-21,2021,9,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,345000.0,0
2021-04-07,2021,4,0,Dublin 4,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-02-25,2021,2,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,310000.0,0
2021-08-12,2021,8,0,Cork,Second-Hand Dwelling house /Apartment,No,370000.0,0
2021-03-11,2021,3,0,Limerick,Second-Hand Dwelling house /Apartment,No,150000.0,0
2021-08-20,2021,8,0,Donegal,Second-Hand Dwelling house /Apartment,No,290000.0,0
2021-08-26,2021,8,0,Dublin 26,New Dwelling house /Apartment,No,357525.0,1
2021-07-27,2021,7,0,Cork,Second-Hand Dwelling house /Apartment,No,162500.0,0
2021-12-10,2021,12,0,Cork,Second-Hand Dwelling house /Apartment,No,331500.0,0
2021-04-22,2021,4,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,400000.0,0
2021-01-15,2021,1,0,Louth,Second-Hand Dwelling house /Apartment,No,215000.0,0
2021-12-02,2021,12,0,Longford,Second-Hand Dwelling house /Apartment,No,130000.0,0
2021-07-12,2021,7,1,Kerry,Second-Hand Dwelling house /Apartment,No,60000.0,0
2021-05-26,2021,5,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,600000.0,0
2021-10-14,2021,10,0,Roscommon,Second-Hand Dwelling house /Apartment,No,162000.0,0
2021-07-05,2021,7,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,266500.0,0
2021-03-02,2021,3,0,Donegal,Second-Hand Dwelling house /Apartment,No,140000.0,0
2021-02-01,2021,2,0,Dublin 5,Second-Hand Dwelling house /Apartment,No,395000.0,0
2021-01-18,2021,1,0,Louth,Second-Hand Dwelling house /Apartment,No,370000.0,0
2021-05-05,2021,5,0,Kildare,Second-Hand Dwelling house /Apartment,No,244000.0,0
2021-05-25,2021,5,0,Dublin 25,Second-Hand Dwelling house /Apartment,No,291000.0,0
2021-01-25,2021,1,0,Galway,Second-Hand Dwelling house /Apartment,No,275000.0,0
2021-06-17,2021,6,0,Dublin 6,Second-Hand Dwelling house /Apartment,No,395000.0,0
2021-10-29,2021,10,0,Wicklow,Second-Hand Dwelling house /Apartment,Yes,60000.0,0
2021-11-25,2021,11,0,Westmeath,Second-Hand Dwelling house /Apartment,No,170000.0,0
2021-05-24,2021,5,0,Dublin 14,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-04-26,2021,4,0,Westmeath,Second-Hand Dwelling house /Apartment,No,294000.0,0
2021-03-10,2021,3,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,360000.0,0
2021-10-29,2021,10,0,Dublin 22,Second-Hand Dwelling house /Apartment,No,192000.0,0
2021-08-19,2021,8,0,Limerick,Second-Hand Dwelling house /Apartment,No,123251.0,0
2021-06-17,2021,6,0,Wicklow,Second-Hand Dwelling house /Apartment,No,250000.0,0
2021-06-23,2021,6,0,Dublin 5,Second-Hand Dwelling house /Apartment,No,318000.0,0
2021-02-22,2021,2,1,Kildare,Second-Hand Dwelling house /Apartment,No,121000.0,0
2021-11-09,2021,11,0,Tipperary,Second-Hand Dwelling house /Apartment,No,122000.0,0
2021-08-13,2021,8,0,Kerry,Second-Hand Dwelling house /Apartment,No,90000.0,0
2021-11-02,2021,11,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,330000.0,0
2021-04-09,2021,4,0,Louth,Second-Hand Dwelling house /Apartment,No,204000.0,0
2021-11-10,2021,11,0,Dublin 25,Second-Hand Dwelling house /Apartment,No,411000.0,0
2021-01-29,2021,1,0,Tipperary,Second-Hand Dwelling house /Apartment,No,135000.0,0
2021-08-25,2021,8,0,Cork,Second-Hand Dwelling house /Apartment,No,160000.0,0
2021-07-08,2021,7,0,Kildare,Second-Hand Dwelling house /Apartment,No,362000.0,0
2021-06-02,2021,6,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,283000.0,0
2021-10-21,2021,10,0,Cavan,New Dwelling house /Apartment,No,204818.695,1
2021-07-09,2021,7,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,374000.0,0
2021-06-17,2021,6,1,Dublin 18,Second-Hand Dwelling house /Apartment,No,370000.0,0
2021-09-16,2021,9,0,Meath,Second-Hand Dwelling house /Apartment,No,375000.0,0
2021-09-23,2021,9,0,Dublin 5,Second-Hand Dwelling house /Apartment,No,440000.0,0
2021-09-16,2021,9,0,Galway,Second-Hand Dwelling house /Apartment,No,175000.0,0
2021-01-08,2021,1,0,Dublin 18,New Dwelling house /Apartment,No,624999.1,1
2021-07-22,2021,7,0,Wicklow,Second-Hand Dwelling house /Apartment,No,395000.0,0
2021-05-31,2021,5,0,Galway,Second-Hand Dwelling house /Apartment,No,285000.0,0
2021-11-05,2021,11,0,Dublin 22,Second-Hand Dwelling house /Apartment,No,195000.0,0
2021-01-14,2021,1,0,Cork,Second-Hand Dwelling house /Apartment,No,150000.0,0
2021-09-10,2021,9,1,Wexford,Second-Hand Dwelling house /Apartment,No,80000.0,0
2021-06-25,2021,6,0,Leitrim,Second-Hand Dwelling house /Apartment,No,195000.0,0
2021-06-15,2021,6,0,Kerry,Second-Hand Dwelling house /Apartment,Yes,130000.0,0
2021-09-07,2021,9,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-11-23,2021,11,0,Kildare,Second-Hand Dwelling house /Apartment,No,255000.0,0
2021-09-09,2021,9,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,395000.0,0
2021-12-09,2021,12,0,Kildare,New Dwelling house /Apartment,No,252925.77215,1
2021-04-30,2021,4,0,Meath,Second-Hand Dwelling house /Apartment,No,587500.0,0
2021-02-24,2021,2,0,Kildare,Second-Hand Dwelling house /Apartment,No,288000.0,0
2021-04-28,2021,4,0,Dublin 14,Second-Hand Dwelling house /Apartment,No,600000.0,0
2021-02-04,2021,2,0,Carlow,Second-Hand Dwelling house /Apartment,No,107500.0,0
2021-01-27,2021,1,0,Wexford,Second-Hand Dwelling house /Apartment,No,141000.0,0
2021-08-30,2021,8,0,Tipperary,Second-Hand Dwelling house /Apartment,No,107000.0,0
2021-10-28,2021,10,0,Dublin 8,Second-Hand Dwelling house /Apartment,No,265000.0,0
2021-08-24,2021,8,0,Cork,New Dwelling house /Apartment,No,349999.98405,1
2021-04-09,2021,4,0,Laois,Second-Hand Dwelling house /Apartment,No,100000.0,0
2021-05-11,2021,5,0,Dublin 10,Second-Hand Dwelling house /Apartment,No,155000.0,0
2021-03-12,2021,3,0,Louth,Second-Hand Dwelling house /Apartment,No,330000.0,0
2021-06-02,2021,6,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-07-21,2021,7,0,Kildare,Second-Hand Dwelling house /Apartment,No,293000.0,0
2021-12-20,2021,12,0,Laois,Second-Hand Dwelling house /Apartment,No,220000.0,0
2021-10-08,2021,10,0,Louth,Second-Hand Dwelling house /Apartment,No,265000.0,0
2021-09-17,2021,9,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,320000.0,0
2021-05-19,2021,5,0,Dublin 18,New Dwelling house /Apartment,No,721137.5,1
2021-03-29,2021,3,0,Limerick,New Dwelling house /Apartment,No,294999.99515000003,1
2021-10-12,2021,10,0,Galway,Second-Hand Dwelling house /Apartment,No,433000.0,0
2021-03-24,2021,3,0,Cork,New Dwelling house /Apartment,No,384999.945,1
2021-12-20,2021,12,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,585000.0,0
2021-06-10,2021,6,0,Cork,Second-Hand Dwelling house /Apartment,No,289000.0,0
2021-08-26,2021,8,0,Carlow,Second-Hand Dwelling house /Apartment,No,240000.0,0
2021-06-02,2021,6,0,Donegal,Second-Hand Dwelling house /Apartment,No,126000.0,0
2021-05-14,2021,5,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,523000.0,0
2021-11-05,2021,11,0,Dublin 22,New Dwelling house /Apartment,No,349999.95,1
2021-06-22,2021,6,0,Waterford,New Dwelling house /Apartment,Yes,166500.00540000002,1
2021-07-30,2021,7,0,Cork,Second-Hand Dwelling house /Apartment,No,180000.0,0
2021-02-15,2021,2,0,Dublin 25,New Dwelling house /Apartment,No,371750.00039999996,1
2021-03-18,2021,3,0,Kerry,Second-Hand Dwelling house /Apartment,No,340000.0,0
2021-11-26,2021,11,0,Dublin 6,Second-Hand Dwelling house /Apartment,No,435000.0,0
2021-09-22,2021,9,0,Kildare,Second-Hand Dwelling house /Apartment,No,295000.0,0
2021-03-31,2021,3,0,Wexford,Second-Hand Dwelling house /Apartment,No,285000.0,0
2021-09-24,2021,9,0,Dublin 20,Second-Hand Dwelling house /Apartment,No,395000.0,0
2021-10-07,2021,10,0,Dublin 6W,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-02-16,2021,2,0,Clare,Second-Hand Dwelling house /Apartment,No,110000.0,0
2021-12-21,2021,12,0,Leitrim,Second-Hand Dwelling house /Apartment,No,290000.0,0
2021-07-30,2021,7,0,Kildare,Second-Hand Dwelling house /Apartment,No,285000.0,0
2021-04-14,2021,4,0,Laois,Second-Hand Dwelling house /Apartment,No,329000.0,0
2021-09-02,2021,9,0,Dublin 22,Second-Hand Dwelling house /Apartment,No,388000.0,0
2021-02-02,2021,2,1,Wicklow,Second-Hand Dwelling house /Apartment,No,400931.0,0
2021-03-19,2021,3,0,Wicklow,Second-Hand Dwelling house /Apartment,No,255000.0,0
2021-02-16,2021,2,0,Cork,Second-Hand Dwelling house /Apartment,No,240000.0,0
2021-04-23,2021,4,0,Limerick,Second-Hand Dwelling house /Apartment,No,181000.0,0
2021-09-24,2021,9,0,Laois,New Dwelling house /Apartment,No,244138.5,1
2021-10-13,2021,10,0,Cork,Second-Hand Dwelling house /Apartment,No,205000.0,0
2021-10-28,2021,10,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,325000.0,0
2021-12-02,2021,12,0,Dublin 9,Second-Hand Dwelling house /Apartment,No,442000.0,0
2021-06-02,2021,6,0,Tipperary,Second-Hand Dwelling house /Apartment,No,195000.0,0
2021-02-17,2021,2,0,Clare,Second-Hand Dwelling house /Apartment,No,171000.0,0
2021-03-10,2021,3,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,370000.0,0
2021-09-29,2021,9,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,178000.0,0
2021-01-13,2021,1,0,Louth,Second-Hand Dwelling house /Apartment,No,230000.0,0
2021-07-09,2021,7,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,350000.0,0
2021-10-27,2021,10,0,Limerick,Second-Hand Dwelling house /Apartment,No,315000.0,0
2021-02-03,2021,2,0,Kerry,Second-Hand Dwelling house /Apartment,No,245000.0,0
2021-07-16,2021,7,0,Galway,Second-Hand Dwelling house /Apartment,No,338000.0,0
2021-03-23,2021,3,0,Tipperary,Second-Hand Dwelling house /Apartment,No,195000.0,0
2021-06-22,2021,6,0,Louth,New Dwelling house /Apartment,No,267499.98935,1
2021-10-21,2021,10,0,Galway,Second-Hand Dwelling house /Apartment,No,150000.0,0
2021-08-04,2021,8,0,Wexford,Second-Hand Dwelling house /Apartment,No,195000.0,0
2021-01-15,2021,1,0,Limerick,Second-Hand Dwelling house /Apartment,No,425000.0,0
2021-08-12,2021,8,0,Galway,New Dwelling house /Apartment,No,379449.795,1
2021-03-26,2021,3,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,442900.0,0
2021-06-03,2021,6,0,Dublin 22,Second-Hand Dwelling house /Apartment,No,260000.0,0
2021-07-08,2021,7,0,Cork,Second-Hand Dwelling house /Apartment,No,120000.0,0
2021-03-26,2021,3,0,Cork,Second-Hand Dwelling house /Apartment,No,100000.0,0
2021-09-10,2021,9,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,230000.0,0
2021-03-03,2021,3,0,Waterford,Second-Hand Dwelling house /Apartment,No,210000.0,0
2021-10-14,2021,10,0,Cork,Second-Hand Dwelling house /Apartment,No,310000.0,0
2021-11-02,2021,11,1,Dublin 25,Second-Hand Dwelling house /Apartment,No,292000.0,0
2021-11-19,2021,11,0,Waterford,Second-Hand Dwelling house /Apartment,No,305000.0,0
2021-05-14,2021,5,0,Wicklow,Second-Hand Dwelling house /Apartment,No,282500.0,0
2021-03-25,2021,3,0,Meath,New Dwelling house /Apartment,No,274999.9899,1
2021-09-03,2021,9,1,Dublin 5,Second-Hand Dwelling house /Apartment,No,431000.0,0
2021-03-31,2021,3,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-08-03,2021,8,0,Kildare,Second-Hand Dwelling house /Apartment,No,390000.0,0
2021-06-01,2021,6,0,Donegal,Second-Hand Dwelling house /Apartment,No,60000.0,0
2021-10-05,2021,10,0,Donegal,Second-Hand Dwelling house /Apartment,No,100000.0,0
2021-05-14,2021,5,0,Cavan,Second-Hand Dwelling house /Apartment,No,130000.0,0
2021-03-05,2021,3,0,Cork,Second-Hand Dwelling house /Apartment,No,284000.0,0
2021-12-01,2021,12,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,402000.0,0
2021-12-10,2021,12,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,214000.0,0
2021-09-23,2021,9,0,Kildare,Second-Hand Dwelling house /Apartment,No,135000.0,0
2021-04-02,2021,4,1,Monaghan,Second-Hand Dwelling house /Apartment,No,60000.0,0
2021-12-23,2021,12,0,Waterford,Second-Hand Dwelling house /Apartment,No,100000.0,0
2021-07-21,2021,7,0,Mayo,Second-Hand Dwelling house /Apartment,No,147000.0,0
2021-09-07,2021,9,0,Kildare,Second-Hand Dwelling house /Apartment,No,295000.0,0
2021-09-14,2021,9,0,Dublin 6,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-04-29,2021,4,0,Westmeath,New Dwelling house /Apartment,No,307017.5,1
2021-01-25,2021,1,0,Dublin 9,Second-Hand Dwelling house /Apartment,No,350000.0,0
2021-06-10,2021,6,0,Westmeath,Second-Hand Dwelling house /Apartment,No,152000.0,0
2021-04-30,2021,4,0,Waterford,Second-Hand Dwelling house /Apartment,No,130000.0,0
2021-09-27,2021,9,0,Carlow,Second-Hand Dwelling house /Apartment,No,205000.0,0
2021-04-27,2021,4,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,265000.0,0
2021-09-29,2021,9,0,Longford,Second-Hand Dwelling house /Apartment,Yes,132000.0,0
2021-03-31,2021,3,0,Carlow,Second-Hand Dwelling house /Apartment,No,121875.0,0
2021-06-11,2021,6,0,Longford,Second-Hand Dwelling house /Apartment,No,540000.0,0
2021-10-19,2021,10,0,Meath,New Dwelling house /Apartment,No,392227.8747,1
2021-11-26,2021,11,0,Donegal,New Dwelling house /Apartment,No,309999.99625,1
2021-09-06,2021,9,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-07-22,2021,7,0,Meath,Second-Hand Dwelling house /Apartment,No,290000.0,0
2021-10-06,2021,10,0,Roscommon,Second-Hand Dwelling house /Apartment,No,60000.0,0
2021-03-12,2021,3,0,Dublin 10,Second-Hand Dwelling house /Apartment,No,180000.0,0
2021-05-12,2021,5,0,Meath,Second-Hand Dwelling house /Apartment,No,211000.0,0
2021-09-07,2021,9,0,Cork,Second-Hand Dwelling house /Apartment,No,175000.0,0
2021-11-26,2021,11,0,Clare,Second-Hand Dwelling house /Apartment,No,155000.0,0
2021-05-27,2021,5,0,Limerick,Second-Hand Dwelling house /Apartment,No,130000.0,0
2021-10-20,2021,10,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-04-19,2021,4,0,Laois,Second-Hand Dwelling house /Apartment,No,233000.0,0
2021-09-20,2021,9,0,Clare,New Dwelling house /Apartment,No,330170.365,1
2021-08-20,2021,8,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,364000.0,0
2021-04-08,2021,4,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,373000.0,0
2021-05-06,2021,5,0,Donegal,Second-Hand Dwelling house /Apartment,No,235000.0,0
2021-04-30,2021,4,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,510000.0,0
2021-03-18,2021,3,0,Meath,New Dwelling house /Apartment,No,314999.955,1
2021-07-29,2021,7,0,Limerick,Second-Hand Dwelling house /Apartment,No,515000.0,0
2021-10-14,2021,10,0,Meath,Second-Hand Dwelling house /Apartment,No,310000.0,0
2021-02-11,2021,2,0,Tipperary,Second-Hand Dwelling house /Apartment,No,385000.0,0
2021-09-10,2021,9,1,Waterford,Second-Hand Dwelling house /Apartment,No,106000.0,0
2021-02-10,2021,2,0,Cork,Second-Hand Dwelling house /Apartment,No,160000.0,0
2021-10-07,2021,10,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,251000.0,0
2021-02-05,2021,2,0,Kildare,New Dwelling house /Apartment,No,260028.5,1
2021-11-22,2021,11,0,Sligo,Second-Hand Dwelling house /Apartment,No,160000.0,0
2021-10-22,2021,10,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,323000.0,0
2021-08-30,2021,8,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,456500.0,0
2021-12-23,2021,12,0,Meath,New Dwelling house /Apartment,No,274999.9899,1
2021-07-07,2021,7,0,Dublin 10,Second-Hand Dwelling house /Apartment,No,256000.0,0
2021-02-19,2021,2,0,Wicklow,Second-Hand Dwelling house /Apartment,No,235000.0,0
2021-05-28,2021,5,0,Dublin 4,Second-Hand Dwelling house /Apartment,No,490000.0,0
2021-03-22,2021,3,0,Kerry,Second-Hand Dwelling house /Apartment,No,150000.0,0
2021-12-01,2021,12,0,Cork,Second-Hand Dwelling house /Apartment,No,280000.0,0
2021-07-14,2021,7,0,Louth,New Dwelling house /Apartment,No,215082.5,1
2021-03-26,2021,3,0,Cork,Second-Hand Dwelling house /Apartment,No,175000.0,0
2021-05-28,2021,5,0,Kildare,Second-Hand Dwelling house /Apartment,No,320000.0,0
2021-03-09,2021,3,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,235000.0,0
2021-12-14,2021,12,0,Galway,New Dwelling house /Apartment,No,474999.99700000003,1
2021-11-09,2021,11,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,336000.0,0
2021-08-27,2021,8,0,Mayo,Second-Hand Dwelling house /Apartment,No,78600.0,0
2021-03-29,2021,3,0,Donegal,Second-Hand Dwelling house /Apartment,No,105000.0,0
2021-08-30,2021,8,0,Limerick,Second-Hand Dwelling house /Apartment,No,127000.0,0
2021-06-18,2021,6,0,Cork,New Dwelling house /Apartment,Yes,293541.7131,1
2021-05-18,2021,5,0,Limerick,Second-Hand Dwelling house /Apartment,No,307000.0,0
2021-03-15,2021,3,0,Wexford,Second-Hand Dwelling house /Apartment,No,155000.0,0
2021-09-17,2021,9,0,Leitrim,Second-Hand Dwelling house /Apartment,No,135000.0,0
2021-07-21,2021,7,0,Dublin 25,Second-Hand Dwelling house /Apartment,No,406000.0,0
2021-02-26,2021,2,0,Meath,New Dwelling house /Apartment,No,275999.085,1
2021-10-28,2021,10,0,Waterford,Second-Hand Dwelling house /Apartment,No,140000.0,0
2021-09-20,2021,9,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,213000.0,0
2021-11-05,2021,11,0,Cork,New Dwelling house /Apartment,Yes,97499.9958,1
2021-11-30,2021,11,0,Dublin 14,Second-Hand Dwelling house /Apartment,No,465000.0,0
2021-01-13,2021,1,0,Wexford,Second-Hand Dwelling house /Apartment,No,500000.0,0
2021-02-26,2021,2,0,Kerry,Second-Hand Dwelling house /Apartment,No,60000.0,0
2021-08-18,2021,8,0,Wicklow,Second-Hand Dwelling house /Apartment,No,545000.0,0
2021-09-01,2021,9,0,Tipperary,Second-Hand Dwelling house /Apartment,No,180000.0,0
2021-05-17,2021,5,0,Galway,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-08-18,2021,8,0,Kildare,New Dwelling house /Apartment,No,409999.9998,1
2021-09-30,2021,9,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,280000.0,0
2021-11-25,2021,11,0,Meath,New Dwelling house /Apartment,No,259999.98880000002,1
2021-12-14,2021,12,0,Carlow,Second-Hand Dwelling house /Apartment,No,122500.0,0
2021-09-08,2021,9,0,Westmeath,Second-Hand Dwelling house /Apartment,No,175000.0,0
2021-06-10,2021,6,0,Limerick,Second-Hand Dwelling house /Apartment,No,620000.0,0
2021-06-04,2021,6,0,Cork,Second-Hand Dwelling house /Apartment,No,204000.0,0
2021-04-30,2021,4,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,310000.0,0
2021-01-11,2021,1,0,Kerry,Second-Hand Dwelling house /Apartment,No,140000.0,0
2021-06-16,2021,6,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,650000.0,0
2021-08-12,2021,8,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,240000.0,0
2021-04-15,2021,4,0,Wexford,Second-Hand Dwelling house /Apartment,No,75000.0,0
2021-06-16,2021,6,0,Limerick,Second-Hand Dwelling house /Apartment,No,317500.0,0
2021-09-23,2021,9,0,Donegal,Second-Hand Dwelling house /Apartment,No,75000.0,0
2021-03-26,2021,3,0,Cork,New Dwelling house /Apartment,No,539998.95,1
2021-11-23,2021,11,0,Longford,Second-Hand Dwelling house /Apartment,No,95000.0,0
2021-05-13,2021,5,0,Dublin 6,Second-Hand Dwelling house /Apartment,No,445000.0,0
2021-10-04,2021,10,0,Cavan,Second-Hand Dwelling house /Apartment,No,65000.0,0
2021-09-20,2021,9,0,Limerick,New Dwelling house /Apartment,No,292499.99875,1
2021-02-19,2021,2,0,Dublin 18,New Dwelling house /Apartment,No,444999.9948,1
2021-03-05,2021,3,0,Galway,New Dwelling house /Apartment,No,327214.825,1
2021-10-29,2021,10,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,250000.0,0
2021-08-25,2021,8,0,Waterford,Second-Hand Dwelling house /Apartment,Yes,97000.0,0
2021-03-03,2021,3,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,300000.0,0
2021-06-18,2021,6,0,Longford,Second-Hand Dwelling house /Apartment,No,60000.0,0
2021-11-15,2021,11,0,Offaly,New Dwelling house /Apartment,No,284999.99820000003,1
2021-04-14,2021,4,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,672000.0,0
2021-11-26,2021,11,0,Mayo,Second-Hand Dwelling house /Apartment,No,60000.0,0
2021-09-01,2021,9,1,Dublin 6,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-10-18,2021,10,0,Kerry,Second-Hand Dwelling house /Apartment,No,160000.0,0
2021-12-21,2021,12,0,Mayo,Second-Hand Dwelling house /Apartment,No,60000.0,0
2021-12-23,2021,12,0,Cork,Second-Hand Dwelling house /Apartment,No,385000.0,0
2021-10-19,2021,10,0,Meath,New Dwelling house /Apartment,No,324999.99734999996,1
2021-04-16,2021,4,1,Dublin 4,Second-Hand Dwelling house /Apartment,No,330000.0,0
2021-11-16,2021,11,0,Tipperary,Second-Hand Dwelling house /Apartment,No,645000.0,0
2021-10-29,2021,10,0,Meath,Second-Hand Dwelling house /Apartment,No,152000.0,0
2021-09-03,2021,9,0,Cork,New Dwelling house /Apartment,No,305548.81,1
2021-11-05,2021,11,0,Galway,Second-Hand Dwelling house /Apartment,No,184500.0,0
2021-09-24,2021,9,0,Dublin 11,Second-Hand Dwelling house /Apartment,No,247000.0,0
2021-12-17,2021,12,0,Dublin 6,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-03-05,2021,3,0,Dublin 5,Second-Hand Dwelling house /Apartment,No,510000.0,0
2021-10-29,2021,10,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,325000.0,0
2021-10-28,2021,10,0,Waterford,Second-Hand Dwelling house /Apartment,No,221000.0,0
2021-04-15,2021,4,0,Tipperary,Second-Hand Dwelling house /Apartment,No,60000.0,0
2021-06-14,2021,6,0,Meath,Second-Hand Dwelling house /Apartment,No,255000.0,0
2021-08-27,2021,8,0,Cork,New Dwelling house /Apartment,No,295100.0,1
2021-12-10,2021,12,0,Clare,Second-Hand Dwelling house /Apartment,No,497000.0,0
2021-05-17,2021,5,0,Mayo,Second-Hand Dwelling house /Apartment,No,98000.0,0
2021-08-27,2021,8,0,Offaly,Second-Hand Dwelling house /Apartment,No,155000.0,0
2021-07-21,2021,7,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,225000.0,0
2021-06-25,2021,6,1,Dublin 4,Second-Hand Dwelling house /Apartment,No,380000.0,0
2021-11-05,2021,11,0,Roscommon,Second-Hand Dwelling house /Apartment,No,60000.0,0
2021-02-26,2021,2,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,345000.0,0
2021-06-18,2021,6,0,Mayo,Second-Hand Dwelling house /Apartment,No,185000.0,0
2021-11-29,2021,11,0,Clare,Second-Hand Dwelling house /Apartment,No,227000.0,0
2021-12-16,2021,12,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-06-04,2021,6,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,721137.5,0
2021-10-04,2021,10,0,Meath,Second-Hand Dwelling house /Apartment,No,501000.0,0
2021-10-27,2021,10,0,Cork,Second-Hand Dwelling house /Apartment,No,290000.0,0
2021-07-30,2021,7,0,Dublin 15,New Dwelling house /Apartment,No,324999.99734999996,1
2021-09-13,2021,9,0,Cork,Second-Hand Dwelling house /Apartment,No,380000.0,0
2021-07-01,2021,7,0,Limerick,Second-Hand Dwelling house /Apartment,No,189500.0,0
2021-12-16,2021,12,0,Dublin 25,Second-Hand Dwelling house /Apartment,No,323000.0,0
2021-09-14,2021,9,0,Offaly,Second-Hand Dwelling house /Apartment,No,157500.0,0
2021-08-25,2021,8,0,Kildare,Second-Hand Dwelling house /Apartment,No,370000.0,0
2021-02-19,2021,2,0,Meath,Second-Hand Dwelling house /Apartment,No,191000.0,0
2021-11-18,2021,11,0,Cavan,Second-Hand Dwelling house /Apartment,No,250000.0,0
2021-03-19,2021,3,0,Dublin 14,Second-Hand Dwelling house /Apartment,No,510000.0,0
2021-05-10,2021,5,0,Kilkenny,New Dwelling house /Apartment,No,218374.0,1
2021-08-11,2021,8,0,Wexford,Second-Hand Dwelling house /Apartment,Yes,122000.0,0
2021-09-29,2021,9,0,Clare,New Dwelling house /Apartment,No,227000.0,1
2021-02-26,2021,2,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,333000.0,0
2021-06-02,2021,6,0,Leitrim,Second-Hand Dwelling house /Apartment,No,170000.0,0
2021-05-24,2021,5,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,230000.0,0
2021-02-11,2021,2,0,Kildare,New Dwelling house /Apartment,No,354999.625,1
2021-12-21,2021,12,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,400000.0,0
2021-02-03,2021,2,0,Longford,Second-Hand Dwelling house /Apartment,No,95652.0,0
2021-05-17,2021,5,0,Dublin 24,New Dwelling house /Apartment,No,474999.99700000003,1
2021-06-09,2021,6,0,Cork,Second-Hand Dwelling house /Apartment,No,300000.0,0
2021-09-16,2021,9,0,Westmeath,Second-Hand Dwelling house /Apartment,No,399000.0,0
2021-10-01,2021,10,0,Cork,Second-Hand Dwelling house /Apartment,No,410000.0,0
2021-08-27,2021,8,0,Dublin 8,Second-Hand Dwelling house /Apartment,No,401000.0,0
2021-04-13,2021,4,0,Limerick,Second-Hand Dwelling house /Apartment,No,322000.0,0
2021-05-14,2021,5,0,Tipperary,Second-Hand Dwelling house /Apartment,No,95000.0,0
2021-03-04,2021,3,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,270000.0,0
