Date of Sale (dd/mm/yyyy),County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month,is_apartment,has_number,dublin_district,dublin_district_missing,area_token,area_token_missing,eircode_missing,eircode_prefix,Price_Clamped,vat_adjusted_flag,Price_Adjusted_VAT
2019-05-13,Laois,Unknown,127000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,5,0,1,Unknown,1,station road,0,1,UNK,127000.0,0,127000.0
2019-09-19,Wexford,Unknown,150000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,9,0,0,Unknown,1,ballymitty,0,1,UNK,150000.0,0,150000.0
2019-11-20,Offaly,Unknown,246000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,0,Unknown,1,ballickmoyler,0,1,UNK,246000.0,0,246000.0
2019-10-18,Cork,Unknown,281938.32,No,Yes,New Dwelling house /Apartment,Unknown,2019,10,0,1,Unknown,1,crawford gate,0,1,UNK,281938.32,1,319999.9932
2019-07-26,Cork,Unknown,275000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Unknown,1,cork,0,1,UNK,275000.0,0,275000.0
2019-06-07,Dublin,Unknown,300000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,6,0,0,Unknown,1,rogertown,0,1,UNK,300000.0,0,300000.0
2019-05-15,Mayo,Unknown,24000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,5,0,0,Unknown,1,attymacugh,0,1,UNK,60000.0,0,24000.0
2019-10-23,Dublin,Unknown,206000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,1,Dublin 7,0,dublin 7,0,1,UNK,206000.0,0,206000.0
2019-05-16,Dublin,Unknown,275000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,5,0,1,Dublin 15,0,castaheany,0,1,UNK,275000.0,0,275000.0
2019-03-20,Laois,Unknown,66000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,1,Unknown,1,moutrath,0,1,UNK,66000.0,0,66000.0
2019-06-17,Cork,Unknown,299559.4,No,Yes,New Dwelling house /Apartment,Unknown,2019,6,0,1,Unknown,1,kinsale manor,0,1,UNK,299559.4,1,339999.91900000005
2019-08-28,Waterford,Unknown,220000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,1,Unknown,1,abbeyside,0,1,UNK,220000.0,0,220000.0
2019-09-06,Cork,Unknown,280000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,9,0,1,Unknown,1,gleann na ri,0,1,UNK,280000.0,0,280000.0
2019-08-27,Dublin,Unknown,270000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,1,Dublin 18,0,ticknock hill,0,1,UNK,270000.0,0,270000.0
2019-11-29,Limerick,Unknown,530000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,0,Unknown,1,cappagh,0,1,UNK,530000.0,0,530000.0
2019-10-31,Laois,Unknown,177000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,1,Unknown,1,portarlington,0,1,UNK,177000.0,0,177000.0
2019-08-13,Dublin,Unknown,295000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,1,Dublin 24,0,saggart,0,1,UNK,295000.0,0,295000.0
2019-10-17,Limerick,Unknown,200000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,1,Unknown,1,fr russell road,0,1,UNK,200000.0,0,200000.0
2019-11-01,Dublin,Unknown,210000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,1,Unknown,1,howth rd,0,1,UNK,210000.0,0,210000.0
2019-12-12,Westmeath,Unknown,175000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,0,Unknown,1,dysart,0,1,UNK,175000.0,0,175000.0
2019-07-31,Roscommon,Unknown,50000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,0,Unknown,1,roscommon town,0,1,UNK,60000.0,0,50000.0
2019-08-27,Roscommon,Unknown,60000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,1,Unknown,1,lisnamult,0,1,UNK,60000.0,0,60000.0
2019-04-29,Cork,Unknown,1300000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,0,Unknown,1,rochestown rd,0,1,UNK,703000.0,0,1300000.0
2019-03-27,Limerick,Unknown,55000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,0,Unknown,1,kilfinane,0,1,UNK,60000.0,0,55000.0
2019-06-13,Cork,Unknown,155000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,6,0,1,Unknown,1,gerald griffin st,0,1,UNK,155000.0,0,155000.0
2019-08-23,Dublin,Unknown,460000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,1,Dublin 16,0,rathfarnham,0,1,UNK,460000.0,0,460000.0
2019-10-18,Roscommon,Unknown,287500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,0,Unknown,1,roscommon,0,1,UNK,287500.0,0,287500.0
2019-08-16,Dublin,Unknown,330000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,1,Dublin 15,0,hartstown,0,1,UNK,330000.0,0,330000.0
2019-12-09,Sligo,Unknown,100000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,0,Unknown,1,ballymote,0,1,UNK,100000.0,0,100000.0
2019-10-30,Kerry,Unknown,145000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,0,Unknown,1,oakpark rd,0,1,UNK,145000.0,0,145000.0
2019-05-09,Offaly,Unknown,178000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,5,0,1,Unknown,1,clara rd,0,1,UNK,178000.0,0,178000.0
2019-04-25,Dublin,Unknown,950000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,0,Dublin 6W,0,templeogue road,0,1,UNK,703000.0,0,950000.0
2019-09-30,Longford,Unknown,100000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,9,0,1,Unknown,1,drumlish,0,1,UNK,100000.0,0,100000.0
2019-03-19,Dublin,Unknown,355000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,1,Dublin 2,0,macken st,0,1,UNK,355000.0,0,355000.0
2019-07-11,Laois,Unknown,179000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Unknown,1,kilminchy village,0,1,UNK,179000.0,0,179000.0
2019-07-08,Limerick,Unknown,236000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Unknown,1,golf links rd,0,1,UNK,236000.0,0,236000.0
2019-03-29,Dublin,Unknown,317000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,1,Dublin 7,0,cabra,0,1,UNK,317000.0,0,317000.0
2019-08-23,Kildare,Unknown,100000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,1,Unknown,1,kildare town,0,1,UNK,100000.0,0,100000.0
2019-12-05,Tipperary,Unknown,165000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,1,Unknown,1,barnora,0,1,UNK,165000.0,0,165000.0
2019-03-15,Dublin,Unknown,316000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,1,Dublin 15,0,rathborne,0,1,UNK,316000.0,0,316000.0
2019-07-02,Dublin,Unknown,267000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Dublin 15,0,clonsilla,0,1,UNK,267000.0,0,267000.0
2019-04-02,Tipperary,Unknown,120000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,1,Unknown,1,kickham st,0,1,UNK,120000.0,0,120000.0
2019-08-20,Galway,Unknown,250000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,1,Unknown,1,corofin,0,1,UNK,250000.0,0,250000.0
2019-11-01,Limerick,Unknown,145161.29,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,1,1,Unknown,1,riverpoint,0,1,UNK,145161.29,0,145161.29
2019-04-01,Cork,Unknown,125000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,1,Unknown,1,gurranebraher,0,1,UNK,125000.0,0,125000.0
2019-05-31,Clare,Unknown,300000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,5,0,1,Unknown,1,kilkee,0,1,UNK,300000.0,0,300000.0
2019-05-03,Dublin,Unknown,621145.37,No,Yes,New Dwelling house /Apartment,Unknown,2019,5,0,1,Unknown,1,glenamuck road,0,1,UNK,621145.37,1,704999.99495
2019-10-18,Dublin,Unknown,555000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,1,Dublin 9,0,drumcondra,0,1,UNK,555000.0,0,555000.0
2019-02-28,Kildare,Unknown,225000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,1,Unknown,1,kilcock,0,1,UNK,225000.0,0,225000.0
2019-05-04,Cork,Unknown,255462.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,5,0,1,Unknown,1,16 cluain ard,0,1,UNK,255462.0,1,289949.37
2019-11-29,Dublin,Unknown,395000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,1,Unknown,1,garters lane,0,1,UNK,395000.0,0,395000.0
2019-03-29,Limerick,Unknown,172000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,1,Unknown,1,ennis rd,0,1,UNK,172000.0,0,172000.0
2019-12-17,Kilkenny,Unknown,230000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,0,Unknown,1,thomastown,0,1,UNK,230000.0,0,230000.0
2019-12-09,Donegal,Unknown,53000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,1,Unknown,1,letterkenny,0,1,UNK,60000.0,0,53000.0
2019-02-13,Wexford,Unknown,154000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,1,Unknown,1,wexford,0,1,UNK,154000.0,0,154000.0
2019-08-29,Dublin,Unknown,352379.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,8,0,1,Unknown,1,naul road,0,1,UNK,352379.0,1,399950.165
2019-01-21,Limerick,Unknown,48000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,1,0,0,Unknown,1,garryspillane,0,1,UNK,60000.0,0,48000.0
2019-10-17,Clare,Unknown,275000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,0,Unknown,1,cratloe,0,1,UNK,275000.0,0,275000.0
2019-08-23,Tipperary,Unknown,350000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,0,Unknown,1,thurles,0,1,UNK,350000.0,0,350000.0
2019-03-22,Laois,Unknown,185000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,1,Unknown,1,portlaoise,0,1,UNK,185000.0,0,185000.0
2019-10-04,Dublin,Unknown,427312.77,No,Yes,New Dwelling house /Apartment,Unknown,2019,10,0,1,Unknown,1,rockville,0,1,UNK,427312.77,1,484999.99395000003
2019-11-11,Dublin,Unknown,180000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,1,Dublin 9,0,beaumont woods,0,1,UNK,180000.0,0,180000.0
2019-01-11,Dublin,Unknown,232000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,1,1,1,Dublin 1,0,frederick lane apartments,0,1,UNK,232000.0,0,232000.0
2019-11-07,Meath,Unknown,285000.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,11,0,1,Unknown,1,johnstown,0,1,UNK,285000.0,1,323475.0
2019-02-28,Cork,Unknown,60000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,0,Unknown,1,charleville,0,1,UNK,60000.0,0,60000.0
2019-12-17,Dublin,Unknown,238000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,1,Unknown,1,lusk,0,1,UNK,238000.0,0,238000.0
2019-02-04,Louth,Unknown,55000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,1,1,Unknown,1,25 laurence street,0,1,UNK,60000.0,0,55000.0
2019-11-21,Dublin,Unknown,312775.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,11,0,1,Unknown,1,millers glen,0,1,UNK,312775.0,1,354999.625
2019-06-21,Dublin,Unknown,845815.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,6,0,1,Unknown,1,cunningham drive,0,1,UNK,703000.0,1,960000.025
2019-04-05,Waterford,Unknown,215000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,1,Unknown,1,lacken wood,0,1,UNK,215000.0,0,215000.0
2019-10-02,Dublin,Unknown,1240000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,1,Dublin 8,0,6 south circular road,0,1,UNK,703000.0,0,1240000.0
2019-08-30,Cork,Unknown,595000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,0,Unknown,1,fernhill rd,0,1,UNK,595000.0,0,595000.0
2019-10-30,Laois,Unknown,255506.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,10,0,0,Unknown,1,rosenallis,0,1,UNK,255506.0,1,289999.31
2019-07-22,Clare,V95P9H6,123500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Unknown,1,tobarteascain,0,0,V95,123500.0,0,123500.0
2019-07-25,Westmeath,Unknown,35000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,0,Unknown,1,castlepollard,0,1,UNK,60000.0,0,35000.0
2019-06-18,Wicklow,Unknown,515418.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,6,0,1,Unknown,1,glenheron,0,1,UNK,515418.0,1,584999.43
2019-03-08,Cork,Unknown,275000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,1,Unknown,1,blarney,0,1,UNK,275000.0,0,275000.0
2019-05-31,Monaghan,Unknown,75000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2019,5,0,0,Unknown,1,newbliss,0,1,UNK,75000.0,0,75000.0
2019-07-15,Meath,Unknown,246696.03,No,Yes,New Dwelling house /Apartment,Unknown,2019,7,0,1,Unknown,1,johnstown,0,1,UNK,246696.03,1,279999.99405
2019-04-11,Cork,Unknown,200747.64,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,1,Unknown,1,crosshaven,0,1,UNK,200747.64,0,200747.64
2019-12-17,Leitrim,Unknown,225000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,0,Unknown,1,fenagh,0,1,UNK,225000.0,0,225000.0
2019-06-14,Dublin,Unknown,455000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,6,0,1,Unknown,1,phibsborough,0,1,UNK,455000.0,0,455000.0
2019-01-30,Dublin,Unknown,350220.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,1,0,1,Unknown,1,16 dodderbrook walk,0,1,UNK,350220.0,1,397499.7
2019-11-01,Cork,Unknown,290000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,1,Unknown,1,douglas,0,1,UNK,290000.0,0,290000.0
2019-12-20,Galway,Unknown,282000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,1,Unknown,1,24 an fiodan doughishka,0,1,UNK,282000.0,0,282000.0
2019-10-29,Wexford,Unknown,150000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,1,Unknown,1,courtown gorey,0,1,UNK,150000.0,0,150000.0
2019-04-17,Dublin,Unknown,594713.66,No,Yes,New Dwelling house /Apartment,Unknown,2019,4,0,1,Unknown,1,churchtown road upper,0,1,UNK,594713.66,1,675000.0041
2019-04-03,Cork,Unknown,225000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,1,Unknown,1,cork rd,0,1,UNK,225000.0,0,225000.0
2019-05-02,Kildare,Unknown,308326.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,5,0,1,Unknown,1,elsmore,0,1,UNK,308326.0,1,349950.01
2019-02-07,Dublin,Unknown,285000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,1,Unknown,1,malahide,0,1,UNK,285000.0,0,285000.0
2019-11-29,Dublin,Unknown,2853400.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,1,1,Unknown,1,21 emor st,0,1,UNK,703000.0,0,2853400.0
2019-02-15,Dublin,Unknown,615000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,0,Unknown,1,knocksedan,0,1,UNK,615000.0,0,615000.0
2019-09-27,Galway,Unknown,205000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,9,0,0,Unknown,1,dunmore,0,1,UNK,205000.0,0,205000.0
2019-07-24,Kilkenny,Unknown,185000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Unknown,1,lakeside,0,1,UNK,185000.0,0,185000.0
2019-01-22,Offaly,Unknown,85000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,1,0,0,Unknown,1,daingean,0,1,UNK,85000.0,0,85000.0
2019-12-09,Kildare,Unknown,312800.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,12,0,1,Unknown,1,blessington road,0,1,UNK,312800.0,1,355028.0
2019-10-22,Dublin,Unknown,190000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,1,Dublin 1,0,67 mountjoy square west,0,1,UNK,190000.0,0,190000.0
2019-08-19,Clare,Unknown,190000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,0,Unknown,1,tulla,0,1,UNK,190000.0,0,190000.0
2019-08-28,Laois,Unknown,158589.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,8,0,1,Unknown,1,bellingham,0,1,UNK,158589.0,1,179998.515
2019-05-13,Tipperary,Unknown,395000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,5,0,1,Unknown,1,ballina,0,1,UNK,395000.0,0,395000.0
2019-10-04,Cork,Unknown,270000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,1,Unknown,1,ballincollig,0,1,UNK,270000.0,0,270000.0
2019-09-06,Waterford,Unknown,152500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,9,1,1,Unknown,1,ardkeen woods,0,1,UNK,152500.0,0,152500.0
2019-09-26,Dublin,Unknown,438000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,9,0,1,Unknown,1,lucan,0,1,UNK,438000.0,0,438000.0
2019-09-27,Cork,Unknown,335000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,9,0,0,Unknown,1,bantry,0,1,UNK,335000.0,0,335000.0
2019-05-31,Dublin,Unknown,405000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,5,0,1,Unknown,1,howth,0,1,UNK,405000.0,0,405000.0
2019-02-22,Tipperary,Unknown,100000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,0,Unknown,1,cullen,0,1,UNK,100000.0,0,100000.0
2019-04-12,Kerry,Unknown,368000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,1,Unknown,1,fossa,0,1,UNK,368000.0,0,368000.0
2019-11-01,Dublin,Unknown,455000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,1,Dublin 18,0,carrickmines green,0,1,UNK,455000.0,0,455000.0
2019-02-18,Dublin,Unknown,335000.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,2,0,1,Unknown,1,kettles lane,0,1,UNK,335000.0,1,380225.0
2019-12-18,Waterford,Unknown,70000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,1,Unknown,1,johnstown,0,1,UNK,70000.0,0,70000.0
2019-09-05,Cork,Unknown,150000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2019,9,0,1,Unknown,1,glasheen rd,0,1,UNK,150000.0,0,150000.0
2019-08-16,Cork,Unknown,278000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,1,Unknown,1,garryvoe,0,1,UNK,278000.0,0,278000.0
2019-07-19,Meath,Unknown,233550.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2019,7,0,1,Unknown,1,athlumney,0,1,UNK,233550.0,1,265079.25
2019-06-06,Dublin,Unknown,607500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,6,0,1,Dublin 18,0,carrickmines wood,0,1,UNK,607500.0,0,607500.0
2019-01-16,Dublin,Unknown,425000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,1,1,1,Unknown,1,block 4,0,1,UNK,425000.0,0,425000.0
2019-09-23,Wexford,Unknown,196000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,9,0,1,Unknown,1,clonard rd,0,1,UNK,196000.0,0,196000.0
2019-02-18,Kerry,Unknown,150000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,1,Unknown,1,killarney,0,1,UNK,150000.0,0,150000.0
2019-06-27,Cork,Unknown,298000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,6,0,1,Unknown,1,glanmire,0,1,UNK,298000.0,0,298000.0
2019-03-06,Laois,Unknown,189750.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,0,Unknown,1,portlaoise,0,1,UNK,189750.0,0,189750.0
2019-07-17,Dublin,Unknown,233000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Dublin 12,0,park west pointe,0,1,UNK,233000.0,0,233000.0
2019-06-10,Dublin,Unknown,360000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,6,0,1,Dublin 3,0,clonliffe,0,1,UNK,360000.0,0,360000.0
2019-04-26,Dublin,Unknown,160000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,1,Unknown,1,lucan,0,1,UNK,160000.0,0,160000.0
2019-04-15,Louth,Unknown,271365.64,No,Yes,New Dwelling house /Apartment,Unknown,2019,4,0,1,Unknown,1,liscorrie,0,1,UNK,271365.64,1,308000.0014
2019-05-20,Dublin,Unknown,283000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,5,0,1,Dublin 8,0,kevin st,0,1,UNK,283000.0,0,283000.0
2019-05-15,Dublin,Unknown,330000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,5,0,1,Unknown,1,lucan,0,1,UNK,330000.0,0,330000.0
2019-02-26,Cavan,Unknown,91000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,1,Unknown,1,ballyconnell,0,1,UNK,91000.0,0,91000.0
2019-11-21,Cork,Unknown,490000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,1,1,Unknown,1,2 clarence place,0,1,UNK,490000.0,0,490000.0
2019-01-31,Dublin,Unknown,405000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,1,0,1,Dublin 13,0,sutton,0,1,UNK,405000.0,0,405000.0
2019-02-01,Waterford,Unknown,230000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,1,Unknown,1,monvoy valley,0,1,UNK,230000.0,0,230000.0
2019-12-02,Galway,Unknown,425000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,1,Unknown,1,salthill,0,1,UNK,425000.0,0,425000.0
2019-07-02,Dublin,Unknown,700000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Dublin 16,0,knocklyon rd,0,1,UNK,700000.0,0,700000.0
2019-08-23,Dublin,Unknown,466640.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,8,0,1,Unknown,1,cukanor,0,1,UNK,466640.0,1,529636.4
2019-10-21,Laois,Unknown,200000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,0,Unknown,1,graiguecullen,0,1,UNK,200000.0,0,200000.0
2019-04-26,Galway,Unknown,250000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,1,Unknown,1,headford rd,0,1,UNK,250000.0,0,250000.0
2019-06-24,Cork,Unknown,289823.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,6,0,1,Unknown,1,manor farm,0,1,UNK,289823.0,1,328949.105
2019-06-07,Dublin,Unknown,317000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,6,0,1,Unknown,1,elder heath,0,1,UNK,317000.0,0,317000.0
2019-07-18,Louth,Unknown,227500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,0,Unknown,1,patrick street,0,1,UNK,227500.0,0,227500.0
2019-06-11,Cork,Unknown,137000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,6,0,1,Unknown,1,knapps sq,0,1,UNK,137000.0,0,137000.0
2019-02-15,Kilkenny,Unknown,165000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,1,Unknown,1,kilkenny,0,1,UNK,165000.0,0,165000.0
2019-04-01,Westmeath,Unknown,235737.42,Yes,Yes,New Dwelling house /Apartment,Unknown,2019,4,0,1,Unknown,1,20 cloonlara,0,1,UNK,235737.42,1,267561.9717
2019-12-13,Wexford,Unknown,166500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,0,Unknown,1,new ross,0,1,UNK,166500.0,0,166500.0
2019-02-01,Tipperary,Unknown,30000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,0,Unknown,1,roscrea,0,1,UNK,60000.0,0,30000.0
2019-03-26,Wicklow,Unknown,282500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,1,Unknown,1,keatingstown rd,0,1,UNK,282500.0,0,282500.0
2019-03-04,Dublin,Unknown,215000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,1,Dublin 15,0,blanchardstown,0,1,UNK,215000.0,0,215000.0
2019-07-10,Dublin,Unknown,259911.89,No,Yes,New Dwelling house /Apartment,Unknown,2019,7,0,1,Unknown,1,46 castleland park way,0,1,UNK,259911.89,1,294999.99515000003
2019-08-01,Dublin,Unknown,236000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,1,1,Dublin 8,0,bride street,0,1,UNK,236000.0,0,236000.0
2019-07-02,Longford,Unknown,93000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Unknown,1,ballymahon,0,1,UNK,93000.0,0,93000.0
2019-08-22,Limerick,Unknown,103000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,1,Unknown,1,kennedy park,0,1,UNK,103000.0,0,103000.0
2019-03-05,Leitrim,Unknown,50000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,0,Unknown,1,dromahair,0,1,UNK,60000.0,0,50000.0
2019-03-20,Dublin,Unknown,387665.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,3,0,1,Unknown,1,13 somerton way,0,1,UNK,387665.0,1,439999.775
2019-01-23,Dublin,Unknown,375000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,1,0,1,Unknown,1,sandyford road,0,1,UNK,375000.0,0,375000.0
2019-09-17,Limerick,Unknown,280000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,9,0,1,Unknown,1,south circular rd,0,1,UNK,280000.0,0,280000.0
