Date of Sale (dd/mm/yyyy),County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month,is_apartment,has_number,dublin_district,dublin_district_missing,area_token,area_token_missing,eircode_missing,eircode_prefix,Price_Clamped,vat_adjusted_flag,Price_Adjusted_VAT
2019-11-14,Dublin,Unknown,287000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,1,Dublin 4,0,ballsbridge park,0,1,UNK,287000.0,0,287000.0
2019-10-07,Dublin,Unknown,350000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,1,Dublin 4,0,mespil house flats estate,0,1,UNK,350000.0,0,350000.0
2019-05-28,Waterford,Unknown,91000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,5,0,1,Unknown,1,gracedieu rd,0,1,UNK,91000.0,0,91000.0
2019-12-16,Waterford,Unknown,545000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,0,Unknown,1,priest road,0,1,UNK,545000.0,0,545000.0
2019-03-25,Dublin,Unknown,615000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,0,Unknown,1,dungriffin rd,0,1,UNK,615000.0,0,615000.0
2019-01-28,Wicklow,Unknown,250000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,1,0,1,Unknown,1,mountain bay,0,1,UNK,250000.0,0,250000.0
2019-11-29,Tipperary,Unknown,300000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,1,Unknown,1,ballina,0,1,UNK,300000.0,0,300000.0
2019-02-28,Dublin,Unknown,381500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,1,Unknown,1,rockfield,0,1,UNK,381500.0,0,381500.0
2019-12-18,Donegal,Unknown,45000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,1,Unknown,1,main street,0,1,UNK,60000.0,0,45000.0
2019-02-06,Clare,Unknown,187224.66,No,Yes,New Dwelling house /Apartment,Unknown,2019,2,0,1,Unknown,1,creggaun na hilla,0,1,UNK,187224.66,1,212499.9891
2019-07-08,Dublin,Unknown,625000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Dublin 5,0,killester,0,1,UNK,625000.0,0,625000.0
2019-03-05,Meath,Unknown,190000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2019,3,0,1,Unknown,1,kilbeggan,0,1,UNK,190000.0,0,190000.0
2019-08-21,Limerick,Unknown,308370.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,8,0,1,Unknown,1,baunacloka,0,1,UNK,308370.0,1,349999.95
2019-12-12,Dublin,Unknown,246428.57,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,1,1,Unknown,1,westpark apts,0,1,UNK,246428.57,0,246428.57
2019-08-28,Clare,Unknown,249000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,0,Unknown,1,bellharbour,0,1,UNK,249000.0,0,249000.0
2019-02-22,Cork,Unknown,190000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,2,0,1,Unknown,1,cork,0,1,UNK,190000.0,0,190000.0
2019-01-23,Galway,Unknown,200000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2019,1,0,1,Unknown,1,salthill,0,1,UNK,200000.0,0,200000.0
2019-11-22,Cork,Unknown,325991.18,No,Yes,New Dwelling house /Apartment,Unknown,2019,11,0,1,Unknown,1,heathfield,0,1,UNK,325991.18,1,369999.9893
2019-12-12,Meath,Unknown,215000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,1,Unknown,1,ashbourne,0,1,UNK,215000.0,0,215000.0
2019-11-27,Cork,Unknown,211000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,1,Unknown,1,cork,0,1,UNK,211000.0,0,211000.0
2019-08-26,Dublin,Unknown,261000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,1,Dublin 12,0,dublin 12,0,1,UNK,261000.0,0,261000.0
2019-09-20,Limerick,Unknown,155000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,9,0,1,Unknown,1,caherdavin,0,1,UNK,155000.0,0,155000.0
2019-07-08,Wexford,Unknown,360000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Unknown,1,kilanerin,0,1,UNK,360000.0,0,360000.0
2019-08-09,Dublin,Unknown,535000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,0,1,Unknown,1,st johns road,0,1,UNK,535000.0,0,535000.0
2019-11-29,Dublin,Unknown,267000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,1,Dublin 15,0,tyrrelstown,0,1,UNK,267000.0,0,267000.0
2019-10-11,Kerry,Unknown,130000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,1,Unknown,1,castlegregory,0,1,UNK,130000.0,0,130000.0
2019-01-18,Wicklow,Unknown,315000.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,1,0,1,Unknown,1,bray,0,1,UNK,315000.0,1,357525.0
2019-12-12,Dublin,Unknown,104845.81,No,Yes,New Dwelling house /Apartment,Unknown,2019,12,0,1,Unknown,1,parkview poppintree,0,1,UNK,104845.81,1,118999.99435
2019-10-01,Kerry,Unknown,143430.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,10,1,1,Unknown,1,killarney,0,1,UNK,143430.0,1,162793.05
2019-01-07,Kerry,Unknown,445000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,1,0,1,Unknown,1,mill rd,0,1,UNK,445000.0,0,445000.0
2019-12-17,Dublin,Unknown,700000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,1,Unknown,1,kilmacud,0,1,UNK,700000.0,0,700000.0
2019-04-30,Dublin,Unknown,110000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,0,Unknown,1,84b mount albany,0,1,UNK,110000.0,0,110000.0
2019-10-14,Dublin,Unknown,245000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,10,0,1,Dublin 7,0,cabra,0,1,UNK,245000.0,0,245000.0
2019-06-27,Cork,Unknown,575000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,6,0,1,Unknown,1,broadale,0,1,UNK,575000.0,0,575000.0
2019-11-29,Dublin,Unknown,1050000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,1,Unknown,1,off newtownpark ave,0,1,UNK,703000.0,0,1050000.0
2019-07-09,Kilkenny,Unknown,140000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,1,0,Unknown,1,barrack st,0,1,UNK,140000.0,0,140000.0
2019-06-17,Cork,Unknown,270000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,6,0,1,Unknown,1,lehenaghmore,0,1,UNK,270000.0,0,270000.0
2019-08-28,Waterford,Unknown,60000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,8,1,1,Unknown,1,wellington st,0,1,UNK,60000.0,0,60000.0
2019-12-13,Dublin,Unknown,520000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,12,0,1,Unknown,1,malahide,0,1,UNK,520000.0,0,520000.0
2019-06-17,Dublin,Unknown,295000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,6,0,1,Dublin 18,0,kilgobbin woods,0,1,UNK,295000.0,0,295000.0
2019-07-19,Dublin,Unknown,325000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Unknown,1,ballybrack,0,1,UNK,325000.0,0,325000.0
2019-04-16,Limerick,Unknown,203000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,1,Unknown,1,rosbrien,0,1,UNK,203000.0,0,203000.0
2019-11-21,Waterford,Unknown,100000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,11,0,1,Unknown,1,bridge st,0,1,UNK,100000.0,0,100000.0
2019-07-10,Dublin,Unknown,348017.0,No,Yes,New Dwelling house /Apartment,Unknown,2019,7,0,1,Unknown,1,sempe woods,0,1,UNK,348017.0,1,394999.295
2019-04-08,Meath,Unknown,80000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,4,0,0,Unknown,1,dromore,0,1,UNK,80000.0,0,80000.0
2019-07-30,Roscommon,Unknown,165000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2019,7,0,1,Unknown,1,monksland,0,1,UNK,165000.0,0,165000.0
2019-03-20,Wexford,Unknown,207048.34,Yes,Yes,New Dwelling house /Apartment,Unknown,2019,3,0,1,Unknown,1,ballytegan,0,1,UNK,207048.34,1,234999.8659
